"","Year","Period","State","State.ANSI","Commodity","b1","b2","Domain1","Value","Domain","Domain_value"
"1680",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.858," AZOXYSTROBIN =",128810
"1682",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",2.098," CAPTAN =",81301
"1686",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.313," CYPRODINIL =",288202
"1690",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.206," FLUDIOXONIL =",71503
"1703",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",1.34," THIOPHANATE METHYL =",102001
"1704",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",2.036," THIRAM =",79801
"1711",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.045," ABAMECTIN =",122804
"1712",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.099," ACETAMIPRID =",99050
"1713",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.141," BIFENAZATE =",586
"1714",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.05," BIFENTHRIN =",128825
"1716",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.058," CHLORANTRANILIPROLE =",90100
"1726",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.065," NOVALURON =",124002
"1727",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.063," SPINETORAM =",110007
"1729",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.054," THIAMETHOXAM =",60109
"1741",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",4.123," AZOXYSTROBIN =",128810
"1743",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",16.856," CAPTAN =",81301
"1747",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.642," CYPRODINIL =",288202
"1751",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.428," FLUDIOXONIL =",71503
"1764",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",4.888," THIOPHANATE METHYL =",102001
"1765",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",10.166," THIRAM =",79801
"1772",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.184," ABAMECTIN =",122804
"1773",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.127," ACETAMIPRID =",99050
"1774",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.663," BIFENAZATE =",586
"1775",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.077," BIFENTHRIN =",128825
"1777",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.067," CHLORANTRANILIPROLE =",90100
"1787",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.212," NOVALURON =",124002
"1788",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.116," SPINETORAM =",110007
"1790",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.095," THIAMETHOXAM =",60109
"1802",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",4.8," AZOXYSTROBIN =",128810
"1804",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",8," CAPTAN =",81301
"1808",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.1," CYPRODINIL =",288202
"1812",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.1," FLUDIOXONIL =",71503
"1825",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",3.6," THIOPHANATE METHYL =",102001
"1826",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",5," THIRAM =",79801
"1833",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",4.1," ABAMECTIN =",122804
"1834",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," ACETAMIPRID =",99050
"1835",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",4.7," BIFENAZATE =",586
"1836",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.5," BIFENTHRIN =",128825
"1838",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," CHLORANTRANILIPROLE =",90100
"1848",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",3.2," NOVALURON =",124002
"1849",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.8," SPINETORAM =",110007
"1851",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.8," THIAMETHOXAM =",60109
"1863",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",29," AZOXYSTROBIN =",128810
"1865",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",88," CAPTAN =",81301
"1869",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",64," CYPRODINIL =",288202
"1873",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",64," FLUDIOXONIL =",71503
"1886",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",21," THIOPHANATE METHYL =",102001
"1887",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",54," THIRAM =",79801
"1896",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",18," ABAMECTIN =",122804
"1897",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",13," ACETAMIPRID =",99050
"1898",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",11," BIFENAZATE =",586
"1899",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",35," BIFENTHRIN =",128825
"1901",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",16," CHLORANTRANILIPROLE =",90100
"1911",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",46," NOVALURON =",124002
"1912",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",55," SPINETORAM =",110007
"1914",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",16," THIAMETHOXAM =",60109
"1975",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",1.858," CAPTAN =",81301
"1978",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.33," CYPRODINIL =",288202
"1981",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.221," FLUDIOXONIL =",71503
"1991",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",1.632," THIRAM =",79801
"2017",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",9.193," CAPTAN =",81301
"2020",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.997," CYPRODINIL =",288202
"2023",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.501," FLUDIOXONIL =",71503
"2033",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",6.049," THIRAM =",79801
"2059",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",4.9," CAPTAN =",81301
"2062",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",3," CYPRODINIL =",288202
"2065",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.3," FLUDIOXONIL =",71503
"2075",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",3.7," THIRAM =",79801
"2101",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",96," CAPTAN =",81301
"2104",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",33," CYPRODINIL =",288202
"2107",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",33," FLUDIOXONIL =",71503
"2117",2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",37," THIRAM =",79801
"2188",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",800," BIFENTHRIN =",128825
"2192",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",800," CHLORANTRANILIPROLE =",90100
"2221",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.114," AZOXYSTROBIN =",128810
"2225",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",1.909," CAPTAN =",81301
"2229",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.01," CYFLUFENAMID =",555550
"2230",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.322," CYPRODINIL =",288202
"2233",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.224," FLUDIOXONIL =",71503
"2236",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.362," ISOFETAMID =",270000
"2250",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.659," THIOPHANATE METHYL =",102001
"2260",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.46," BIFENAZATE =",586
"2261",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.117," BIFENTHRIN =",128825
"2265",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.054," CHLORANTRANILIPROLE =",90100
"2278",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.039," NOVALURON =",124002
"2292",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.255," AZOXYSTROBIN =",128810
"2296",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",15.109," CAPTAN =",81301
"2300",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.019," CYFLUFENAMID =",555550
"2301",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.666," CYPRODINIL =",288202
"2304",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.423," FLUDIOXONIL =",71503
"2307",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.544," ISOFETAMID =",270000
"2321",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",1.298," THIOPHANATE METHYL =",102001
"2331",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.84," BIFENAZATE =",586
"2332",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.162," BIFENTHRIN =",128825
"2336",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.08," CHLORANTRANILIPROLE =",90100
"2349",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.092," NOVALURON =",124002
"2363",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.2," AZOXYSTROBIN =",128810
"2367",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",7.9," CAPTAN =",81301
"2371",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.8," CYFLUFENAMID =",555550
"2372",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.1," CYPRODINIL =",288202
"2375",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.9," FLUDIOXONIL =",71503
"2378",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.5," ISOFETAMID =",270000
"2392",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2," THIOPHANATE METHYL =",102001
"2402",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.8," BIFENAZATE =",586
"2403",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," BIFENTHRIN =",128825
"2407",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.5," CHLORANTRANILIPROLE =",90100
"2420",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",2.4," NOVALURON =",124002
"2434",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",95," AZOXYSTROBIN =",128810
"2438",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",99," CAPTAN =",81301
"2442",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",11," CYFLUFENAMID =",555550
"2443",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",97," CYPRODINIL =",288202
"2446",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",97," FLUDIOXONIL =",71503
"2449",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",62," ISOFETAMID =",270000
"2463",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",98," THIOPHANATE METHYL =",102001
"2475",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",96," BIFENAZATE =",586
"2476",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",44," BIFENTHRIN =",128825
"2480",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",94," CHLORANTRANILIPROLE =",90100
"2493",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",96," NOVALURON =",124002
"2618",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," FUNGICIDE",100," BOSCALID =",128008
"2629",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," FUNGICIDE",200," PYRACLOSTROBIN =",99100
"2654",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.276," BOSCALID =",128008
"2665",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.155," PYRACLOSTROBIN =",99100
"2674",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",0.228," SULFENTRAZONE =",129081
"2687",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.317," BOSCALID =",128008
"2698",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.27," PYRACLOSTROBIN =",99100
"2707",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",0.305," SULFENTRAZONE =",129081
"2720",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.1," BOSCALID =",128008
"2731",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.7," PYRACLOSTROBIN =",99100
"2740",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1.3," SULFENTRAZONE =",129081
"2753",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",53," BOSCALID =",128008
"2764",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",67," PYRACLOSTROBIN =",99100
"2774",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",14," SULFENTRAZONE =",129081
